Date,Game,Earnings,Players,Tournaments,Game_numerical,Genre
2015-07-01,Ultra Street Fighter IV,,11,7,216,Fighting Game
2015-07-01,WarCraft III,,32,11,24,Strategy
2015-07-01,CrossFire,,45,5,122,First-Person Shooter
2015-07-01,Killer Instinct (2013),,8,1,208,Fighting Game
2015-07-01,Quake Live,,16,8,116,First-Person Shooter
2015-07-01,Super Smash Bros. Melee,,98,41,21,Fighting Game
2015-07-01,Tekken 7,,8,1,241,Fighting Game
2015-07-01,Super Smash Bros. for Wii U,,97,25,224,Fighting Game
2015-07-01,FIFA Online 3,,6,1,213,Sports
2015-07-01,Guilty Gear Xrd -SIGN-,,8,1,230,Fighting Game
2015-07-01,Point Blank,,20,2,155,First-Person Shooter
2015-07-01,Team Fortress 2,,44,2,103,First-Person Shooter
2015-07-01,FIFA 15,,34,36,221,Sports
2015-07-01,Persona 4 Arena Ultimax,,8,1,225,Fighting Game
2015-07-01,Ultimate Marvel vs. Capcom 3,,10,1,170,Fighting Game
2015-07-01,Heroes of Newerth,,45,4,138,Multiplayer Online Battle Arena
2015-07-01,Battlefield 4,,41,7,207,First-Person Shooter
2015-07-01,Attack on Titan Tribute Game,,4,1,212,Fighting Game
2015-07-01,Project M,,14,4,164,Fighting Game
2015-07-01,Chess.com,,11,1,172,Strategy
2015-07-01,NHL 15,,0,1,232,Sports
2015-07-01,Gears of War 3,700.0,2,1,180,Third-Person Shooter
2015-07-01,Evolve,660.0,26,4,233,First-Person Shooter
2015-07-01,S.K.I.L.L. - Special Force 2,557.0,17,2,200,First-Person Shooter
2015-07-01,Street Fighter X Tekken,500.0,3,1,178,Fighting Game
2015-07-01,World of WarCraft,443.0,11,4,82,Role-Playing Game
2015-07-01,Brawlhalla,300.0,6,1,242,Fighting Game
2015-07-01,StarCraft: Brood War,177.0,5,3,4,Strategy
2015-08-01,Dota 2,,196,16,166,Multiplayer Online Battle Arena
2015-08-01,League of Legends,,658,31,145,Multiplayer Online Battle Arena
2015-08-01,Counter-Strike: Global Offensive,,534,65,181,First-Person Shooter
2015-08-01,Heroes of the Storm,,280,32,228,Multiplayer Online Battle Arena
2015-08-01,Hearthstone,,102,25,205,Collectible Card Game
2015-08-01,Call of Duty: Advanced Warfare,,207,53,226,First-Person Shooter
2015-08-01,StarCraft II,,116,50,136,Strategy
2015-08-01,S.K.I.L.L. - Special Force 2,,46,3,200,First-Person Shooter
2015-08-01,Super Smash Bros. for Wii U,,134,41,224,Fighting Game
2015-08-01,Super Smash Bros. Melee,,167,62,21,Fighting Game
2015-08-01,Pokémon VGC,,16,1,184,Strategy
2015-08-01,Guild Wars 2,,20,1,227,Role-Playing Game
2015-08-01,StarCraft: Brood War,,23,6,4,Strategy
2015-08-01,Vainglory,,24,1,243,Multiplayer Online Battle Arena
2015-08-01,FIFA 15,,39,38,221,Sports
2015-08-01,CrossFire,,46,6,122,First-Person Shooter
2015-08-01,Team Fortress 2,,31,3,103,First-Person Shooter
2015-08-01,Point Blank,,25,1,155,First-Person Shooter
2015-08-01,Battlefield 4,,19,6,207,First-Person Shooter
2015-08-01,Ultra Street Fighter IV,,27,13,216,Fighting Game
2015-08-01,WarCraft III,,16,6,24,Strategy
2015-08-01,Mortal Kombat X,,19,9,234,Fighting Game
2015-08-01,Project M,,61,15,164,Fighting Game
2015-08-01,Halo 5: Guardians,,8,1,244,First-Person Shooter
2015-08-01,World of WarCraft,,17,6,82,Role-Playing Game
2015-08-01,Super Smash Bros.,,31,5,92,Fighting Game
2015-08-01,Attack on Titan Tribute Game,,6,2,212,Fighting Game
2015-08-01,Super Smash Bros. Brawl,,27,2,113,Fighting Game
2015-08-01,FIFA Online 3,,4,1,213,Sports
2015-08-01,Halo 2 Anniversary,,16,1,219,First-Person Shooter
2015-08-01,World of Tanks,,156,7,171,Strategy
2015-08-01,Dead or Alive 5: Last Round,,3,1,231,Fighting Game
2015-08-01,Chess.com,,13,1,172,Strategy
2015-08-01,Heroes of Newerth,,20,3,138,Multiplayer Online Battle Arena
2015-08-01,TrackMania 2: Stadium,,3,1,193,Racing
2015-08-01,Ultimate Marvel vs. Capcom 3,,7,4,170,Fighting Game
2015-08-01,Rocket League,,24,11,245,Sports
2015-08-01,Age of Empires,,16,2,5,Strategy
2015-08-01,SMITE,,16,6,199,Multiplayer Online Battle Arena
2015-08-01,Age of Empires III,,4,1,70,Strategy
2015-08-01,Street Fighter III: 3rd Strike,870.0,3,1,12,Fighting Game
2015-08-01,Evolve,824.0,30,5,233,First-Person Shooter
2015-08-01,Guilty Gear Xrd -SIGN-,680.0,3,2,230,Fighting Game
2015-08-01,Reflex,550.0,5,1,237,First-Person Shooter
2015-08-01,Skullgirls Encore,520.0,3,1,214,Fighting Game
2015-08-01,Killer Instinct (2013),360.0,3,1,208,Fighting Game
2015-08-01,Soul Calibur V,330.0,3,1,175,Fighting Game
2015-08-01,Age of Empires II,300.0,3,1,8,Strategy
2015-08-01,Under Night In-Birth EXE: Late,280.0,3,1,220,Fighting Game
2015-08-01,Tekken Tag Tournament 2,270.0,3,2,174,Fighting Game
2015-08-01,Brawlhalla,250.0,3,1,242,Fighting Game
2015-08-01,BlazBlue: Chronophantasma Extend,210.0,3,1,240,Fighting Game
2015-08-01,Quake Live,200.0,2,2,116,First-Person Shooter
2015-08-01,Persona 4 Arena Ultimax,180.0,3,1,225,Fighting Game
2015-08-01,King of Fighters XIII,150.0,3,1,176,Fighting Game
2015-08-01,Splatoon,50.0,0,1,246,First-Person Shooter
2015-09-01,Counter-Strike: Global Offensive,,580,66,181,First-Person Shooter
2015-09-01,StarCraft II,,125,48,136,Strategy
2015-09-01,Hearthstone,,38,10,205,Collectible Card Game
2015-09-01,Call of Duty: Advanced Warfare,,191,37,226,First-Person Shooter
2015-09-01,H1Z1,,20,2,247,Battle Royale
2015-09-01,Heroes of the Storm,,164,16,228,Multiplayer Online Battle Arena
2015-09-01,Dota 2,,175,12,166,Multiplayer Online Battle Arena
2015-09-01,World of WarCraft,,32,5,82,Role-Playing Game
2015-09-01,League of Legends,,112,10,145,Multiplayer Online Battle Arena
2015-09-01,CrossFire,,45,8,122,First-Person Shooter
2015-09-01,Vainglory,,40,1,243,Multiplayer Online Battle Arena
2015-09-01,Super Smash Bros. Melee,,124,50,21,Fighting Game
2015-09-01,Heroes of Newerth,,68,8,138,Multiplayer Online Battle Arena
2015-09-01,World of Tanks,,14,1,171,Strategy
2015-09-01,Ultra Street Fighter IV,,36,13,216,Fighting Game
2015-09-01,Tekken 7,,6,1,241,Fighting Game
2015-09-01,iRacing.com,,5,1,148,Racing
2015-09-01,Super Smash Bros. for Wii U,,79,27,224,Fighting Game
2015-09-01,Project M,,21,4,164,Fighting Game
2015-09-01,StarCraft: Brood War,,14,6,4,Strategy
2015-09-01,Point Blank,,18,1,155,First-Person Shooter
2015-09-01,Attack on Titan Tribute Game,,4,1,212,Fighting Game
2015-09-01,Chess.com,,13,2,172,Strategy
2015-09-01,Rocket League,,19,14,245,Sports
2015-09-01,NHL '94,,6,2,248,Sports
2015-09-01,Team Fortress 2,,27,1,103,First-Person Shooter
2015-09-01,FIFA 15,,29,30,221,Sports
2015-09-01,Grey Goo,,4,1,249,Strategy
2015-09-01,Mortal Kombat X,,6,2,234,Fighting Game
2015-09-01,Age of Empires,,5,2,5,Strategy
2015-09-01,Halo 2 Anniversary,,12,1,219,First-Person Shooter
2015-09-01,Reflex,,3,1,237,First-Person Shooter
2015-09-01,Battlefield 4,,10,5,207,First-Person Shooter
2015-09-01,Ultimate Marvel vs. Capcom 3,910.0,3,1,170,Fighting Game
2015-09-01,S.K.I.L.L. - Special Force 2,845.0,25,3,200,First-Person Shooter
2015-09-01,Quake Live,755.0,6,4,116,First-Person Shooter
2015-09-01,Brawlhalla,450.0,8,3,242,Fighting Game
2015-09-01,SMITE,409.0,10,4,199,Multiplayer Online Battle Arena
2015-09-01,WarCraft III,370.0,3,4,24,Strategy
2015-09-01,Age of Empires II,170.0,7,2,8,Strategy
2015-09-01,Super Smash Bros. Brawl,160.0,3,1,113,Fighting Game
2015-09-01,Killer Instinct (2013),140.0,2,1,208,Fighting Game
2015-09-01,Guilty Gear Xrd -SIGN-,130.0,2,1,230,Fighting Game
2015-10-01,League of Legends,,321,25,145,Multiplayer Online Battle Arena
2015-10-01,Dota 2,,211,18,166,Multiplayer Online Battle Arena
2015-10-01,Counter-Strike: Global Offensive,,779,94,181,First-Person Shooter
2015-10-01,Heroes of the Storm,,230,23,228,Multiplayer Online Battle Arena
2015-10-01,Call of Duty: Advanced Warfare,,188,28,226,First-Person Shooter
2015-10-01,CrossFire,,95,8,122,First-Person Shooter
2015-10-01,StarCraft II,,132,69,136,Strategy
2015-10-01,Hearthstone,,81,23,205,Collectible Card Game
2015-10-01,Point Blank,,56,1,155,First-Person Shooter
2015-10-01,World of Tanks,,28,1,171,Strategy
2015-10-01,World of WarCraft,,31,1,82,Role-Playing Game
2015-10-01,SMITE,,72,5,199,Multiplayer Online Battle Arena
2015-10-01,Age of Empires II,,123,4,8,Strategy
2015-10-01,Super Smash Bros. Melee,,142,45,21,Fighting Game
2015-10-01,KartRider,,12,1,139,Racing
2015-10-01,Ultra Street Fighter IV,,31,10,216,Fighting Game
2015-10-01,Super Smash Bros. for Wii U,,110,28,224,Fighting Game
2015-10-01,WarCraft III,,15,8,24,Strategy
2015-10-01,Heroes of Newerth,,60,8,138,Multiplayer Online Battle Arena
2015-10-01,iRacing.com,,5,1,148,Racing
2015-10-01,Mortal Kombat X,,13,3,234,Fighting Game
2015-10-01,Evolve,,15,1,233,First-Person Shooter
2015-10-01,Rocket League,,41,20,245,Sports
2015-10-01,Battlefield 4,,30,6,207,First-Person Shooter
2015-10-01,StarCraft: Brood War,,25,14,4,Strategy
2015-10-01,Ultimate Marvel vs. Capcom 3,,7,4,170,Fighting Game
2015-10-01,Grey Goo,,4,1,249,Strategy
2015-10-01,Chess.com,,10,2,172,Strategy
2015-10-01,Brawlhalla,,46,2,242,Fighting Game
2015-10-01,Project M,,27,6,164,Fighting Game
2015-10-01,Team Fortress 2,,24,1,103,First-Person Shooter
2015-10-01,Guilty Gear Xrd -SIGN-,,14,4,230,Fighting Game
2015-10-01,FIFA 16,,11,4,250,Sports
2015-10-01,Shards of War,,20,1,251,Multiplayer Online Battle Arena
2015-10-01,Rising Thunder,,3,1,252,Fighting Game
2015-10-01,Tetris,,4,1,144,Puzzle Game
2015-10-01,FIFA 15,842.0,10,4,221,Sports
2015-10-01,Project Cars,838.0,8,13,253,Racing
2015-10-01,Dead or Alive 5: Last Round,730.0,8,1,231,Fighting Game
2015-10-01,Splatoon,720.0,3,1,246,First-Person Shooter
2015-10-01,Persona 4 Arena Ultimax,670.0,8,1,225,Fighting Game
2015-10-01,Tekken Tag Tournament 2,560.0,6,2,174,Fighting Game
2015-10-01,Nitroplus Blasterz: Heroines Infinite Duel,464.0,3,1,254,Fighting Game
2015-10-01,BlazBlue: Chronophantasma Extend,413.0,6,2,240,Fighting Game
2015-10-01,Killer Instinct (2013),340.0,3,1,208,Fighting Game
2015-10-01,King of Fighters XIII,300.0,3,1,176,Fighting Game
2015-10-01,Quake Live,300.0,4,3,116,First-Person Shooter
2015-10-01,TrackMania 2: Stadium,281.0,2,1,193,Racing
2015-10-01,Under Night In-Birth EXE: Late,230.0,3,1,220,Fighting Game
2015-10-01,Guilty Gear XX Accent Core Plus R,120.0,3,1,211,Fighting Game
2015-10-01,Street Fighter III: 3rd Strike,116.0,3,1,12,Fighting Game
2015-10-01,Skullgirls Encore,90.0,3,1,214,Fighting Game
2015-10-01,Soul Calibur V,90.0,3,1,175,Fighting Game
2015-10-01,Capcom vs. SNK 2,62.0,3,1,23,Fighting Game
2015-10-01,Dengeki Bunko: Fighting Climax,60.0,3,1,255,Fighting Game
2015-10-01,QuakeWorld,55.0,1,1,1,First-Person Shooter
2015-11-01,Dota 2,,285,22,166,Multiplayer Online Battle Arena
2015-11-01,Counter-Strike: Global Offensive,,851,89,181,First-Person Shooter
2015-11-01,Heroes of the Storm,,189,24,228,Multiplayer Online Battle Arena
2015-11-01,SMITE,,115,5,199,Multiplayer Online Battle Arena
2015-11-01,League of Legends,,336,26,145,Multiplayer Online Battle Arena
2015-11-01,Hearthstone,,68,15,205,Collectible Card Game
2015-11-01,StarCraft II,,98,48,136,Strategy
2015-11-01,Heroes of Newerth,,127,15,138,Multiplayer Online Battle Arena
2015-11-01,FIFA Online 3,,9,1,213,Sports
2015-11-01,World of WarCraft,,37,3,82,Role-Playing Game
2015-11-01,Super Smash Bros. Melee,,212,72,21,Fighting Game
2015-11-01,Blade & Soul,,16,1,256,Role-Playing Game
2015-11-01,CrossFire,,93,11,122,First-Person Shooter
2015-11-01,Vainglory,,12,1,243,Multiplayer Online Battle Arena
2015-11-01,Call of Duty: Black Ops III,,81,9,257,First-Person Shooter
2015-11-01,Ultra Street Fighter IV,,33,11,216,Fighting Game
2015-11-01,S.K.I.L.L. - Special Force 2,,22,1,200,First-Person Shooter
2015-11-01,Super Smash Bros. for Wii U,,147,36,224,Fighting Game
2015-11-01,FIFA 16,,10,4,250,Sports
2015-11-01,Attack on Titan Tribute Game,,6,1,212,Fighting Game
2015-11-01,TrackMania 2: Stadium,,4,1,193,Racing
2015-11-01,Super Street Fighter IV Arcade Edition,,8,1,158,Fighting Game
2015-11-01,Project M,,79,16,164,Fighting Game
2015-11-01,Halo 5: Guardians,,15,3,244,First-Person Shooter
2015-11-01,ShootMania Storm,,0,1,190,First-Person Shooter
2015-11-01,Point Blank,,13,2,155,First-Person Shooter
2015-11-01,Rocket League,,41,20,245,Sports
2015-11-01,Team Fortress 2,,24,2,103,First-Person Shooter
2015-11-01,rFactor 2,,34,1,222,Racing
2015-11-01,WarCraft III,,17,7,24,Strategy
2015-11-01,Age of Empires II,,29,4,8,Strategy
2015-11-01,World of Tanks,,3,1,171,Strategy
2015-11-01,StarCraft: Brood War,,22,12,4,Strategy
2015-11-01,Grey Goo,,4,1,249,Strategy
2015-11-01,Chess.com,,10,2,172,Strategy
2015-11-01,Ultimate Marvel vs. Capcom 3,,8,1,170,Fighting Game
2015-11-01,Call of Duty: Advanced Warfare,,21,3,226,First-Person Shooter
2015-11-01,Battlefield 4,,12,6,207,First-Person Shooter
2015-11-01,Guilty Gear Xrd -SIGN-,,13,4,230,Fighting Game
2015-11-01,Project Cars,843.0,9,15,253,Racing
2015-11-01,Overwatch,760.0,37,5,258,First-Person Shooter
2015-11-01,Age of Empires,724.0,16,1,5,Strategy
2015-11-01,Mortal Kombat X,451.0,3,1,234,Fighting Game
2015-11-01,Super Smash Bros.,421.0,7,3,92,Fighting Game
2015-11-01,Age of Empires III,385.0,4,1,70,Strategy
2015-11-01,Super Street Fighter II Turbo,329.0,3,1,13,Fighting Game
2015-11-01,BlazBlue: Chronophantasma Extend,321.0,3,1,240,Fighting Game
2015-11-01,Unreal Tournament (2016),315.0,9,2,259,First-Person Shooter
2015-11-01,Under Night In-Birth EXE: Late,306.0,3,1,220,Fighting Game
2015-11-01,Brawlhalla,300.0,8,3,242,Fighting Game
2015-11-01,Quake Live,200.0,3,2,116,First-Person Shooter
2015-11-01,King of Fighters XIII,191.0,3,1,176,Fighting Game
2015-11-01,Persona 4 Arena Ultimax,168.0,3,1,225,Fighting Game
2015-11-01,Virtua Fighter 5 Final Showdown,145.0,3,1,217,Fighting Game
2015-11-01,Killer Instinct (2013),122.0,3,1,208,Fighting Game
2015-11-01,Skullgirls Encore,122.0,3,1,214,Fighting Game
2015-11-01,Dead or Alive 5: Last Round,107.0,3,1,231,Fighting Game
2015-11-01,Tekken Tag Tournament 2,76.0,3,1,174,Fighting Game
2015-12-01,Dota 2,,294,23,166,Multiplayer Online Battle Arena
2015-12-01,Counter-Strike: Global Offensive,,1071,88,181,First-Person Shooter
2015-12-01,League of Legends,,309,18,145,Multiplayer Online Battle Arena
2015-12-01,CrossFire,,70,7,122,First-Person Shooter
2015-12-01,Hearthstone,,85,14,205,Collectible Card Game
2015-12-01,Heroes of the Storm,,145,16,228,Multiplayer Online Battle Arena
2015-12-01,World of Tanks,,21,1,171,Strategy
2015-12-01,Ultra Street Fighter IV,,20,10,216,Fighting Game
2015-12-01,StarCraft II,,131,55,136,Strategy
2015-12-01,WarCraft III,,13,7,24,Strategy
2015-12-01,SMITE,,30,1,199,Multiplayer Online Battle Arena
2015-12-01,Tekken 7,,3,1,241,Fighting Game
2015-12-01,Counter-Strike Online,,15,1,182,First-Person Shooter
2015-12-01,Vainglory,,20,1,243,Multiplayer Online Battle Arena
2015-12-01,Call of Duty: Black Ops III,,85,14,257,First-Person Shooter
2015-12-01,Heroes of Newerth,,20,3,138,Multiplayer Online Battle Arena
2015-12-01,Super Smash Bros. Melee,,98,37,21,Fighting Game
2015-12-01,Team Fortress 2,,78,4,103,First-Person Shooter
2015-12-01,Super Smash Bros. for Wii U,,82,21,224,Fighting Game
2015-12-01,Point Blank,,20,1,155,First-Person Shooter
2015-12-01,StarCraft: Brood War,,10,3,4,Strategy
2015-12-01,Age of Empires,,17,5,5,Strategy
2015-12-01,Age of Empires II,,64,2,8,Strategy
2015-12-01,Rocket League,,42,14,245,Sports
2015-12-01,Halo 5: Guardians,,21,3,244,First-Person Shooter
2015-12-01,FIFA 16,,12,3,250,Sports
2015-12-01,osu!,,24,1,260,Music / Rhythm Game
2015-12-01,Chess.com,,11,3,172,Strategy
2015-12-01,Overwatch,,24,5,258,First-Person Shooter
2015-12-01,Project M,,10,2,164,Fighting Game
2015-12-01,TrackMania 2: Stadium,,4,1,193,Racing
2015-12-01,Battlefield 4,988.0,14,5,207,First-Person Shooter
2015-12-01,Brawlhalla,810.0,11,3,242,Fighting Game
2015-12-01,Age of Mythology,720.0,4,1,31,Strategy
2015-12-01,Project Cars,672.0,7,12,253,Racing
2015-12-01,iRacing.com,444.0,3,1,148,Racing
2015-12-01,Quake Live,200.0,2,2,116,First-Person Shooter
2015-12-01,Guilty Gear Xrd -SIGN-,180.0,5,5,230,Fighting Game
2015-12-01,Killer Instinct (2013),90.0,3,1,208,Fighting Game
2016-01-01,SMITE,,90,2,199,Multiplayer Online Battle Arena
2016-01-01,Dota 2,,196,14,166,Multiplayer Online Battle Arena
2016-01-01,Counter-Strike: Global Offensive,,620,66,181,First-Person Shooter
2016-01-01,Hearthstone,,93,9,205,Collectible Card Game
2016-01-01,Heroes of the Storm,,118,14,228,Multiplayer Online Battle Arena
2016-01-01,StarCraft II,,113,54,136,Strategy
2016-01-01,Mortal Kombat X,,8,3,234,Fighting Game
2016-01-01,Halo 5: Guardians,,66,15,244,First-Person Shooter
2016-01-01,Vainglory,,36,1,243,Multiplayer Online Battle Arena
2016-01-01,Super Smash Bros. Melee,,153,61,21,Fighting Game
2016-01-01,Gears of War: Ultimate Edition,,16,1,261,Third-Person Shooter
2016-01-01,League of Legends,,40,5,145,Multiplayer Online Battle Arena
2016-01-01,Super Smash Bros. for Wii U,,142,36,224,Fighting Game
2016-01-01,Heroes of Newerth,,43,3,138,Multiplayer Online Battle Arena
2016-01-01,StarCraft: Brood War,,3,1,4,Strategy
2016-01-01,Killer Instinct (2013),,33,3,208,Fighting Game
2016-01-01,Grey Goo,,16,2,249,Strategy
2016-01-01,WarCraft III,,20,9,24,Strategy
2016-01-01,Call of Duty: Black Ops III,,36,9,257,First-Person Shooter
2016-01-01,FIFA 16,,17,2,250,Sports
2016-01-01,Age of Empires,,23,4,5,Strategy
2016-01-01,Metal Gear Online,,24,4,262,First-Person Shooter
2016-01-01,Super Smash Bros.,,14,3,92,Fighting Game
2016-01-01,Guilty Gear Xrd -SIGN-,,16,4,230,Fighting Game
2016-01-01,Rocket League,,32,15,245,Sports
2016-01-01,Ultra Street Fighter IV,,15,5,216,Fighting Game
2016-01-01,Chess.com,,8,2,172,Strategy
2016-01-01,Ultimate Marvel vs. Capcom 3,,6,3,170,Fighting Game
2016-01-01,CrossFire,,15,1,122,First-Person Shooter
2016-01-01,Tekken Tag Tournament 2,900.0,6,2,174,Fighting Game
2016-01-01,Project M,894.0,15,5,164,Fighting Game
2016-01-01,Project Cars,838.0,7,15,253,Racing
2016-01-01,Tekken 7,800.0,3,1,241,Fighting Game
2016-01-01,BlazBlue: Chronophantasma Extend,790.0,6,2,240,Fighting Game
2016-01-01,Splatoon,620.0,0,1,246,First-Person Shooter
2016-01-01,NHL '94,550.0,5,2,248,Sports
2016-01-01,Battlefield 4,546.0,5,1,207,First-Person Shooter
2016-01-01,Injustice: Gods Among Us,500.0,3,1,194,Fighting Game
2016-01-01,Persona 4 Arena Ultimax,490.0,3,1,225,Fighting Game
2016-01-01,Skullgirls Encore,470.0,3,1,214,Fighting Game
2016-01-01,Super Smash Bros. Brawl,446.0,9,3,113,Fighting Game
2016-01-01,Guilty Gear XX Accent Core Plus R,410.0,3,1,211,Fighting Game
2016-01-01,Under Night In-Birth EXE: Late,360.0,3,1,220,Fighting Game
2016-01-01,Age of Empires II,320.0,9,2,8,Strategy
2016-01-01,Dead or Alive 5: Last Round,260.0,3,1,231,Fighting Game
2016-01-01,King of Fighters XIII,250.0,3,1,176,Fighting Game
2016-01-01,Divekick,180.0,3,1,197,Fighting Game
2016-01-01,Tatsunoko vs. Capcom: Ultimate All-Stars,170.0,3,1,137,Fighting Game
2016-01-01,Quake Live,158.0,2,4,116,First-Person Shooter
2016-01-01,Soul Calibur V,140.0,3,1,175,Fighting Game
2016-01-01,Brawlhalla,138.0,5,3,242,Fighting Game
2016-01-01,Reflex,33.0,1,1,237,First-Person Shooter
2016-02-01,Counter-Strike: Global Offensive,,639,76,181,First-Person Shooter
2016-02-01,Dota 2,,203,19,166,Multiplayer Online Battle Arena
2016-02-01,League of Legends,,174,9,145,Multiplayer Online Battle Arena
2016-02-01,Call of Duty: Black Ops III,,176,9,257,First-Person Shooter
2016-02-01,Halo 5: Guardians,,80,4,244,First-Person Shooter
2016-02-01,StarCraft II,,138,55,136,Strategy
2016-02-01,Hearthstone,,81,16,205,Collectible Card Game
2016-02-01,Heroes of the Storm,,91,7,228,Multiplayer Online Battle Arena
2016-02-01,Guild Wars 2,,20,1,227,Role-Playing Game
2016-02-01,KartRider,,12,1,139,Racing
2016-02-01,Super Smash Bros. Melee,,174,63,21,Fighting Game
2016-02-01,Super Smash Bros. for Wii U,,141,33,224,Fighting Game
2016-02-01,Heroes of Newerth,,24,3,138,Multiplayer Online Battle Arena
2016-02-01,FIFA 16,,14,4,250,Sports
2016-02-01,Point Blank,,15,1,155,First-Person Shooter
2016-02-01,Project M,,45,9,164,Fighting Game
2016-02-01,Chess.com,,20,4,172,Strategy
2016-02-01,Metal Gear Online,,23,4,262,First-Person Shooter
2016-02-01,Rainbow Six Siege,,5,4,263,First-Person Shooter
2016-02-01,Age of Empires II,,16,3,8,Strategy
2016-02-01,Overwatch,,61,11,258,First-Person Shooter
2016-02-01,Rocket League,,36,13,245,Sports
2016-02-01,Guilty Gear Xrd -SIGN-,,3,2,230,Fighting Game
2016-02-01,Street Fighter V,,15,4,264,Fighting Game
2016-02-01,BlazBlue: Chronophantasma Extend,,3,1,240,Fighting Game
2016-02-01,StarCraft: Brood War,,7,2,4,Strategy
2016-02-01,osu!,,17,1,260,Music / Rhythm Game
2016-02-01,WarCraft III,,7,4,24,Strategy
2016-02-01,Under Night In-Birth EXE: Late,,3,1,220,Fighting Game
2016-02-01,Brawlhalla,,13,4,242,Fighting Game
2016-02-01,Age of Empires III,,4,1,70,Strategy
2016-02-01,Project Cars,673.0,7,12,253,Racing
2016-02-01,Age of Mythology,219.0,3,1,31,Strategy
2016-02-01,Ultimate Marvel vs. Capcom 3,200.0,5,2,170,Fighting Game
2016-02-01,Super Smash Bros. Brawl,182.0,6,2,113,Fighting Game
2016-02-01,Ultra Street Fighter IV,160.0,3,1,216,Fighting Game
2016-02-01,Quake Live,119.0,3,3,116,First-Person Shooter
